key,code,name,size,subsize,joint,sch,outdia,india,thick,degree,radius,rating,span,short_span,flange_type,valve_type,remark
11680,astm,tee,12,12,bw,80s,323.8,298.4,12.7,,,,508,254,,,
11681,astm,tee,12,12,bw,std,323.8,304.74,9.53,,,,508,254,,,
11682,astm,tee,12,12,bw,xs,323.8,298.4,12.7,,,,508,254,,,
11683,astm,tee,12,12,bw,xxs,323.8,273,25.4,,,,508,254,,,
11684,astm,tee,14,14,bw,5,355.6,347.68,3.96,,,,558,279,,,
11685,astm,tee,14,14,bw,10,355.6,342.9,6.35,,,,558,279,,,
11686,astm,tee,14,14,bw,20,355.6,339.76,7.92,,,,558,279,,,
11687,astm,tee,14,14,bw,30,355.6,336.54,9.53,,,,558,279,,,
11688,astm,tee,14,14,bw,40,355.6,333.34,11.13,,,,558,279,,,
11689,astm,tee,14,14,bw,60,355.6,325.42,15.09,,,,558,279,,,
11690,astm,tee,14,14,bw,80,355.6,317.5,19.05,,,,558,279,,,
11691,astm,tee,14,14,bw,100,355.6,307.94,23.83,,,,558,279,,,
11692,astm,tee,14,14,bw,120,355.6,300.02,27.79,,,,558,279,,,
11693,astm,tee,14,14,bw,140,355.6,292.1,31.75,,,,558,279,,,
11694,astm,tee,14,14,bw,160,355.6,284.18,35.71,,,,558,279,,,
11695,astm,tee,14,14,bw,10s,355.6,346.04,4.78,,,,558,279,,,
11696,astm,tee,14,14,bw,40s,355.6,336.54,9.53,,,,558,279,,,
11697,astm,tee,14,14,bw,5s,355.6,347.68,3.96,,,,558,279,,,
11698,astm,tee,14,14,bw,80s,355.6,330.2,12.7,,,,558,279,,,
11699,astm,tee,14,14,bw,std,355.6,336.54,9.53,,,,558,279,,,
11700,astm,tee,14,14,bw,xs,355.6,330.2,12.7,,,,558,279,,,
11701,astm,tee,16,16,bw,5,406.4,398.02,4.19,,,,610,305,,,
11702,astm,tee,16,16,bw,10,406.4,393.7,6.35,,,,610,305,,,
11703,astm,tee,16,16,bw,20,406.4,390.56,7.92,,,,610,305,,,
11704,astm,tee,16,16,bw,30,406.4,387.34,9.53,,,,610,305,,,
11705,astm,tee,16,16,bw,40,406.4,381,12.7,,,,610,305,,,
11706,astm,tee,16,16,bw,60,406.4,373.08,16.66,,,,610,305,,,
11707,astm,tee,16,16,bw,80,406.4,363.52,21.44,,,,610,305,,,
11708,astm,tee,16,16,bw,100,406.4,354.02,26.19,,,,610,305,,,
11709,astm,tee,16,16,bw,120,406.4,344.48,30.96,,,,610,305,,,
11710,astm,tee,16,16,bw,140,406.4,333.34,36.53,,,,610,305,,,
11711,astm,tee,16,16,bw,160,406.4,325.42,40.49,,,,610,305,,,
11712,astm,tee,16,16,bw,10s,406.4,396.84,4.78,,,,610,305,,,
11713,astm,tee,16,16,bw,40s,406.4,387.34,9.53,,,,610,305,,,
11714,astm,tee,16,16,bw,5s,406.4,398.02,4.19,,,,610,305,,,
11715,astm,tee,16,16,bw,80s,406.4,381,12.7,,,,610,305,,,
11716,astm,tee,16,16,bw,std,406.4,387.34,9.53,,,,610,305,,,
11717,astm,tee,16,16,bw,xs,406.4,381,12.7,,,,610,305,,,
11718,astm,tee,18,18,bw,5,457,448.62,4.19,,,,686,343,,,
11719,astm,tee,18,18,bw,10,457,444.3,6.35,,,,686,343,,,
11720,astm,tee,18,18,bw,20,457,441.16,7.92,,,,686,343,,,
11721,astm,tee,18,18,bw,30,457,434.74,11.13,,,,686,343,,,
11722,astm,tee,18,18,bw,40,457,428.46,14.27,,,,686,343,,,
11723,astm,tee,18,18,bw,60,457,418.9,19.05,,,,686,343,,,
11724,astm,tee,18,18,bw,80,457,409.34,23.83,,,,686,343,,,
11725,astm,tee,18,18,bw,100,457,398.28,29.36,,,,686,343,,,
11726,astm,tee,18,18,bw,120,457,387.14,34.93,,,,686,343,,,
11727,astm,tee,18,18,bw,140,457,377.66,39.67,,,,686,343,,,
11728,astm,tee,18,18,bw,160,457,366.52,45.24,,,,686,343,,,
11729,astm,tee,18,18,bw,10s,457,447.44,4.78,,,,686,343,,,
11730,astm,tee,18,18,bw,40s,457,437.94,9.53,,,,686,343,,,
11731,astm,tee,18,18,bw,5s,457,448.62,4.19,,,,686,343,,,
11732,astm,tee,18,18,bw,80s,457,431.6,12.7,,,,686,343,,,
11733,astm,tee,18,18,bw,std,457,437.94,9.53,,,,686,343,,,
11734,astm,tee,18,18,bw,xs,457,431.6,12.7,,,,686,343,,,
11735,astm,tee,20,20,bw,5,508,498.44,4.78,,,,762,381,,,
11736,astm,tee,20,20,bw,10,508,495.3,6.35,,,,762,381,,,
11737,astm,tee,20,20,bw,20,508,488.94,9.53,,,,762,381,,,
11738,astm,tee,20,20,bw,30,508,482.6,12.7,,,,762,381,,,
11739,astm,tee,20,20,bw,40,508,477.82,15.09,,,,762,381,,,
11740,astm,tee,20,20,bw,60,508,466.76,20.62,,,,762,381,,,
11741,astm,tee,20,20,bw,80,508,455.62,26.19,,,,762,381,,,
11742,astm,tee,20,20,bw,100,508,431.8,38.1,,,,762,381,,,
11743,astm,tee,20,20,bw,120,508,419.1,44.45,,,,762,381,,,
11744,astm,tee,20,20,bw,140,508,407.98,50.01,,,,762,381,,,
11745,astm,tee,20,20,bw,160,508,457.2,25.4,,,,762,381,,,
11746,astm,tee,20,20,bw,10s,508,496.92,5.54,,,,762,381,,,
11747,astm,tee,20,20,bw,40s,508,488.94,9.53,,,,762,381,,,
11748,astm,tee,20,20,bw,5s,508,498.44,4.78,,,,762,381,,,
11749,astm,tee,20,20,bw,80s,508,482.6,12.7,,,,762,381,,,
11750,astm,tee,20,20,bw,std,508,488.94,9.53,,,,762,381,,,
11751,astm,tee,20,20,bw,xs,508,482.6,12.7,,,,762,381,,,
11752,astm,tee,22,22,bw,5,559,549.44,4.78,,,,838,419,,,
11753,astm,tee,22,22,bw,10,559,546.3,6.35,,,,838,419,,,
11754,astm,tee,22,22,bw,20,559,539.94,9.53,,,,838,419,,,
11755,astm,tee,22,22,bw,30,559,533.6,12.7,,,,838,419,,,
11756,astm,tee,22,22,bw,60,559,514.54,22.23,,,,838,419,,,
11757,astm,tee,22,22,bw,80,559,501.84,28.58,,,,838,419,,,
11758,astm,tee,22,22,bw,100,559,489.14,34.93,,,,838,419,,,
11759,astm,tee,22,22,bw,120,559,476.44,41.28,,,,838,419,,,
11760,astm,tee,22,22,bw,140,559,463.74,47.63,,,,838,419,,,
11761,astm,tee,22,22,bw,160,559,451.04,53.98,,,,838,419,,,
11762,astm,tee,22,22,bw,10s,559,547.92,5.54,,,,838,419,,,
11763,astm,tee,22,22,bw,40s,559,539.94,9.53,,,,838,419,,,
11764,astm,tee,22,22,bw,5s,559,549.44,4.78,,,,838,419,,,
11765,astm,tee,22,22,bw,80s,559,533.6,12.7,,,,838,419,,,
11766,astm,tee,22,22,bw,std,559,539.94,9.53,,,,838,419,,,
11767,astm,tee,22,22,bw,xs,559,533.6,12.7,,,,838,419,,,
11768,astm,tee,24,24,bw,5,610,598.92,5.54,,,,864,432,,,
11769,astm,tee,24,24,bw,10,610,597.3,6.35,,,,864,432,,,
11770,astm,tee,24,24,bw,20,610,590.94,9.53,,,,864,432,,,
11771,astm,tee,24,24,bw,30,610,581.46,14.27,,,,864,432,,,
11772,astm,tee,24,24,bw,40,610,575.04,17.48,,,,864,432,,,
11773,astm,tee,24,24,bw,60,610,560.78,24.61,,,,864,432,,,
11774,astm,tee,24,24,bw,80,610,548.08,30.96,,,,864,432,,,
11775,astm,tee,24,24,bw,100,610,532.22,38.89,,,,864,432,,,
11776,astm,tee,24,24,bw,120,610,517.96,46.02,,,,864,432,,,
11777,astm,tee,24,24,bw,140,610,505.26,52.37,,,,864,432,,,
11778,astm,tee,24,24,bw,160,610,490.92,59.54,,,,864,432,,,
11779,astm,tee,24,24,bw,10s,610,597.3,6.35,,,,864,432,,,
11780,astm,tee,24,24,bw,40s,610,590.94,9.53,,,,864,432,,,
11781,astm,tee,24,24,bw,5s,610,598.92,5.54,,,,864,432,,,
11782,astm,tee,24,24,bw,80s,610,584.6,12.7,,,,864,432,,,
11783,astm,tee,24,24,bw,std,610,590.94,9.53,,,,864,432,,,
11784,astm,tee,24,24,bw,xs,610,584.6,12.7,,,,864,432,,,
11785,astm,tee,26,26,bw,10,660,644.16,7.92,,,,990,495,,,
11786,astm,tee,26,26,bw,20,660,634.6,12.7,,,,990,495,,,
11787,astm,tee,26,26,bw,80s,660,634.6,12.7,,,,990,495,,,
11788,astm,tee,26,26,bw,std,660,640.94,9.53,,,,990,495,,,
11789,astm,tee,26,26,bw,xs,660,634.6,12.7,,,,990,495,,,
11790,astm,tee,28,28,bw,10,711,695.16,7.92,,,,1042,521,,,
11791,astm,tee,28,28,bw,20,711,685.6,12.7,,,,1042,521,,,
11792,astm,tee,28,28,bw,30,711,679.24,15.88,,,,1042,521,,,
11793,astm,tee,28,28,bw,40s,711,691.94,9.53,,,,1042,521,,,
11794,astm,tee,28,28,bw,std,711,691.94,9.53,,,,1042,521,,,
11795,astm,tee,28,28,bw,xs,711,685.6,12.7,,,,1042,521,,,
11796,astm,tee,30,30,bw,5,762,749.3,6.35,,,,1118,559,,,
11797,astm,tee,30,30,bw,10,762,746.16,7.92,,,,1118,559,,,
11798,astm,tee,30,30,bw,20,762,736.6,12.7,,,,1118,559,,,
11799,astm,tee,30,30,bw,30,762,730.24,15.88,,,,1118,559,,,
11800,astm,tee,30,30,bw,10s,762,757.78,2.11,,,,1118,559,,,
11801,astm,tee,30,30,bw,5s,762,749.3,6.35,,,,1118,559,,,
11802,astm,tee,30,30,bw,std,762,742.94,9.53,,,,1118,559,,,
11803,astm,tee,30,30,bw,xs,762,736.6,12.7,,,,1118,559,,,
11804,astm,tee,32,32,bw,10,813,797.16,7.92,,,,1194,597,,,
11805,astm,tee,32,32,bw,20,813,787.6,12.7,,,,1194,597,,,
11806,astm,tee,32,32,bw,30,813,781.24,15.88,,,,1194,597,,,
11807,astm,tee,32,32,bw,40,813,778.04,17.48,,,,1194,597,,,
11808,astm,tee,32,32,bw,std,813,793.94,9.53,,,,1194,597,,,
11809,astm,tee,32,32,bw,xs,813,787.6,12.7,,,,1194,597,,,
11810,astm,tee,34,34,bw,10,864,848.16,7.92,,,,1270,635,,,
11811,astm,tee,34,34,bw,20,864,838.6,12.7,,,,1270,635,,,
11812,astm,tee,34,34,bw,30,864,832.24,15.88,,,,1270,635,,,
11813,astm,tee,34,34,bw,40,864,829.04,17.48,,,,1270,635,,,
11814,astm,tee,34,34,bw,std,864,844.94,9.53,,,,1270,635,,,
11815,astm,tee,34,34,bw,xs,864,838.6,12.7,,,,1270,635,,,
11816,astm,tee,36,36,bw,10,914,898.16,7.92,,,,1346,673,,,
11817,astm,tee,36,36,bw,20,914,888.6,12.7,,,,1346,673,,,
11818,astm,tee,36,36,bw,30,914,882.24,15.88,,,,1346,673,,,
11819,astm,tee,36,36,bw,40,914,875.9,19.05,,,,1346,673,,,
11820,astm,tee,36,36,bw,std,914,894.94,9.53,,,,1346,673,,,
11821,astm,tee,36,36,bw,xs,914,888.6,12.7,,,,1346,673,,,
11822,astm,tee,38,38,bw,std,965,945.94,9.53,,,,1422,711,,,
11823,astm,tee,38,38,bw,xs,965,939.6,12.7,,,,1422,711,,,
11824,astm,tee,40,40,bw,std,1016,996.94,9.53,,,,1498,749,,,
11825,astm,tee,40,40,bw,xs,1016,990.6,12.7,,,,1498,749,,,
11826,astm,tee,42,42,bw,std,1067,1047.94,9.53,,,,1524,711,,,
11827,astm,tee,42,42,bw,xs,1067,1041.6,12.7,,,,1524,711,,,
11828,astm,tee,44,44,bw,std,1118,1098.94,9.53,,,,1626,762,,,
11829,astm,tee,44,44,bw,xs,1118,1092.6,12.7,,,,1626,762,,,
11830,astm,tee,46,46,bw,std,1168,1148.94,9.53,,,,1702,800,,,
11831,astm,tee,46,46,bw,xs,1168,1142.6,12.7,,,,1702,800,,,
11832,astm,tee,48,48,bw,std,1219,1199.94,9.53,,,,1778,838,,,
11833,astm,tee,48,48,bw,xs,1219,1193.6,12.7,,,,1778,838,,,
11834,astm,tee,0.75,0.5,bw,5,26.7,23.4,1.65,,,,58,29,,,
11835,astm,tee,0.75,0.5,bw,10,26.7,22.48,2.11,,,,58,29,,,
11836,astm,tee,0.75,0.5,bw,30,26.7,21.88,2.41,,,,58,29,,,
11837,astm,tee,0.75,0.5,bw,40,26.7,20.96,2.87,,,,58,29,,,
11838,astm,tee,0.75,0.5,bw,80,26.7,18.88,3.91,,,,58,29,,,
11839,astm,tee,0.75,0.5,bw,160,26.7,15.58,5.56,,,,58,29,,,
11840,astm,tee,0.75,0.5,bw,10s,26.7,22.48,2.11,,,,58,29,,,
11841,astm,tee,0.75,0.5,bw,40s,26.7,20.96,2.87,,,,58,29,,,
11842,astm,tee,0.75,0.5,bw,5s,26.7,23.4,1.65,,,,58,29,,,
11843,astm,tee,0.75,0.5,bw,80s,26.7,18.88,3.91,,,,58,29,,,
11844,astm,tee,0.75,0.5,bw,std,26.7,20.96,2.87,,,,58,29,,,
11845,astm,tee,0.75,0.5,bw,xs,26.7,18.88,3.91,,,,58,29,,,
11846,astm,tee,0.75,0.5,bw,xxs,26.7,11.06,7.82,,,,58,29,,,
11847,astm,tee,1,0.5,bw,5,33.4,30.1,1.65,,,,76,38,,,
11848,astm,tee,1,0.5,bw,10,33.4,27.86,2.77,,,,76,38,,,
11849,astm,tee,1,0.5,bw,30,33.4,27.6,2.9,,,,76,38,,,
11850,astm,tee,1,0.5,bw,40,33.4,26.64,3.38,,,,76,38,,,
11851,astm,tee,1,0.5,bw,80,33.4,24.3,4.55,,,,76,38,,,
11852,astm,tee,1,0.5,bw,160,33.4,20.7,6.35,,,,76,38,,,
11853,astm,tee,1,0.5,bw,10s,33.4,27.86,2.77,,,,76,38,,,
11854,astm,tee,1,0.5,bw,40s,33.4,26.64,3.38,,,,76,38,,,
11855,astm,tee,1,0.5,bw,5s,33.4,30.1,1.65,,,,76,38,,,
11856,astm,tee,1,0.5,bw,80s,33.4,24.3,4.55,,,,76,38,,,
11857,astm,tee,1,0.5,bw,std,33.4,26.64,3.38,,,,76,38,,,
11858,astm,tee,1,0.5,bw,xs,33.4,24.3,4.55,,,,76,38,,,
11859,astm,tee,1,0.5,bw,xxs,33.4,15.22,9.09,,,,76,38,,,
11860,astm,tee,1,0.75,bw,5,33.4,30.1,1.65,,,,76,38,,,
11861,astm,tee,1,0.75,bw,10,33.4,27.86,2.77,,,,76,38,,,
11862,astm,tee,1,0.75,bw,30,33.4,27.6,2.9,,,,76,38,,,
11863,astm,tee,1,0.75,bw,40,33.4,26.64,3.38,,,,76,38,,,
11864,astm,tee,1,0.75,bw,80,33.4,24.3,4.55,,,,76,38,,,
11865,astm,tee,1,0.75,bw,160,33.4,20.7,6.35,,,,76,38,,,
11866,astm,tee,1,0.75,bw,10s,33.4,27.86,2.77,,,,76,38,,,
11867,astm,tee,1,0.75,bw,40s,33.4,26.64,3.38,,,,76,38,,,
11868,astm,tee,1,0.75,bw,5s,33.4,30.1,1.65,,,,76,38,,,
11869,astm,tee,1,0.75,bw,80s,33.4,24.3,4.55,,,,76,38,,,
11870,astm,tee,1,0.75,bw,std,33.4,26.64,3.38,,,,76,38,,,
11871,astm,tee,1,0.75,bw,xs,33.4,24.3,4.55,,,,76,38,,,
11872,astm,tee,1,0.75,bw,xxs,33.4,15.22,9.09,,,,76,38,,,
11873,astm,tee,1.25,0.5,bw,5,42.2,38.9,1.65,,,,96,48,,,
11874,astm,tee,1.25,0.5,bw,10,42.2,36.66,2.77,,,,96,48,,,
11875,astm,tee,1.25,0.5,bw,30,42.2,36.26,2.97,,,,96,48,,,
11876,astm,tee,1.25,0.5,bw,40,42.2,35.08,3.56,,,,96,48,,,
11877,astm,tee,1.25,0.5,bw,80,42.2,32.5,4.85,,,,96,48,,,
11878,astm,tee,1.25,0.5,bw,160,42.2,29.5,6.35,,,,96,48,,,
11879,astm,tee,1.25,0.5,bw,10s,42.2,36.66,2.77,,,,96,48,,,
11880,astm,tee,1.25,0.5,bw,40s,42.2,35.08,3.56,,,,96,48,,,
11881,astm,tee,1.25,0.5,bw,5s,42.2,38.9,1.65,,,,96,48,,,
11882,astm,tee,1.25,0.5,bw,80s,42.2,32.5,4.85,,,,96,48,,,
11883,astm,tee,1.25,0.5,bw,std,42.2,35.08,3.56,,,,96,48,,,
11884,astm,tee,1.25,0.5,bw,xs,42.2,32.5,4.85,,,,96,48,,,
11885,astm,tee,1.25,0.5,bw,xxs,42.2,22.8,9.7,,,,96,48,,,
11886,astm,tee,1.25,0.75,bw,5,42.2,38.9,1.65,,,,96,48,,,
11887,astm,tee,1.25,0.75,bw,10,42.2,36.66,2.77,,,,96,48,,,
11888,astm,tee,1.25,0.75,bw,30,42.2,36.26,2.97,,,,96,48,,,
11889,astm,tee,1.25,0.75,bw,40,42.2,35.08,3.56,,,,96,48,,,
11890,astm,tee,1.25,0.75,bw,80,42.2,32.5,4.85,,,,96,48,,,
11891,astm,tee,1.25,0.75,bw,160,42.2,29.5,6.35,,,,96,48,,,
11892,astm,tee,1.25,0.75,bw,10s,42.2,36.66,2.77,,,,96,48,,,
11893,astm,tee,1.25,0.75,bw,40s,42.2,35.08,3.56,,,,96,48,,,
11894,astm,tee,1.25,0.75,bw,5s,42.2,38.9,1.65,,,,96,48,,,
11895,astm,tee,1.25,0.75,bw,80s,42.2,32.5,4.85,,,,96,48,,,
11896,astm,tee,1.25,0.75,bw,std,42.2,35.08,3.56,,,,96,48,,,
11897,astm,tee,1.25,0.75,bw,xs,42.2,32.5,4.85,,,,96,48,,,
11898,astm,tee,1.25,0.75,bw,xxs,42.2,22.8,9.7,,,,96,48,,,
11899,astm,tee,1.25,1,bw,5,42.2,38.9,1.65,,,,96,48,,,
11900,astm,tee,1.25,1,bw,10,42.2,36.66,2.77,,,,96,48,,,
11901,astm,tee,1.25,1,bw,30,42.2,36.26,2.97,,,,96,48,,,
11902,astm,tee,1.25,1,bw,40,42.2,35.08,3.56,,,,96,48,,,
11903,astm,tee,1.25,1,bw,80,42.2,32.5,4.85,,,,96,48,,,
11904,astm,tee,1.25,1,bw,160,42.2,29.5,6.35,,,,96,48,,,
11905,astm,tee,1.25,1,bw,10s,42.2,36.66,2.77,,,,96,48,,,
11906,astm,tee,1.25,1,bw,40s,42.2,35.08,3.56,,,,96,48,,,
11907,astm,tee,1.25,1,bw,5s,42.2,38.9,1.65,,,,96,48,,,
11908,astm,tee,1.25,1,bw,80s,42.2,32.5,4.85,,,,96,48,,,
11909,astm,tee,1.25,1,bw,std,42.2,35.08,3.56,,,,96,48,,,
11910,astm,tee,1.25,1,bw,xs,42.2,32.5,4.85,,,,96,48,,,
11911,astm,tee,1.25,1,bw,xxs,42.2,22.8,9.7,,,,96,48,,,
11912,astm,tee,1.5,0.5,bw,5,48.3,45,1.65,,,,114,57,,,
11913,astm,tee,1.5,0.5,bw,10,48.3,42.76,2.77,,,,114,57,,,
11914,astm,tee,1.5,0.5,bw,30,48.3,41.94,3.18,,,,114,57,,,
11915,astm,tee,1.5,0.5,bw,40,48.3,40.94,3.68,,,,114,57,,,
11916,astm,tee,1.5,0.5,bw,80,48.3,38.14,5.08,,,,114,57,,,
11917,astm,tee,1.5,0.5,bw,160,48.3,34.02,7.14,,,,114,57,,,
11918,astm,tee,1.5,0.5,bw,10s,48.3,42.76,2.77,,,,114,57,,,
11919,astm,tee,1.5,0.5,bw,40s,48.3,40.94,3.68,,,,114,57,,,
11920,astm,tee,1.5,0.5,bw,5s,48.3,45,1.65,,,,114,57,,,
11921,astm,tee,1.5,0.5,bw,80s,48.3,38.14,5.08,,,,114,57,,,
11922,astm,tee,1.5,0.5,bw,std,48.3,40.94,3.68,,,,114,57,,,
11923,astm,tee,1.5,0.5,bw,xs,48.3,38.14,5.08,,,,114,57,,,
11924,astm,tee,1.5,0.5,bw,xxs,48.3,28,10.15,,,,114,57,,,
11925,astm,tee,1.5,0.75,bw,5,48.3,45,1.65,,,,114,57,,,
11926,astm,tee,1.5,0.75,bw,10,48.3,42.76,2.77,,,,114,57,,,
11927,astm,tee,1.5,0.75,bw,30,48.3,41.94,3.18,,,,114,57,,,
11928,astm,tee,1.5,0.75,bw,40,48.3,40.94,3.68,,,,114,57,,,
11929,astm,tee,1.5,0.75,bw,80,48.3,38.14,5.08,,,,114,57,,,
11930,astm,tee,1.5,0.75,bw,160,48.3,34.02,7.14,,,,114,57,,,
11931,astm,tee,1.5,0.75,bw,10s,48.3,42.76,2.77,,,,114,57,,,
11932,astm,tee,1.5,0.75,bw,40s,48.3,40.94,3.68,,,,114,57,,,
11933,astm,tee,1.5,0.75,bw,5s,48.3,45,1.65,,,,114,57,,,
11934,astm,tee,1.5,0.75,bw,80s,48.3,38.14,5.08,,,,114,57,,,
11935,astm,tee,1.5,0.75,bw,std,48.3,40.94,3.68,,,,114,57,,,
11936,astm,tee,1.5,0.75,bw,xs,48.3,38.14,5.08,,,,114,57,,,
11937,astm,tee,1.5,0.75,bw,xxs,48.3,28,10.15,,,,114,57,,,
11938,astm,tee,1.5,1,bw,5,48.3,45,1.65,,,,114,57,,,
11939,astm,tee,1.5,1,bw,10,48.3,42.76,2.77,,,,114,57,,,
11940,astm,tee,1.5,1,bw,30,48.3,41.94,3.18,,,,114,57,,,
11941,astm,tee,1.5,1,bw,40,48.3,40.94,3.68,,,,114,57,,,
11942,astm,tee,1.5,1,bw,80,48.3,38.14,5.08,,,,114,57,,,
11943,astm,tee,1.5,1,bw,160,48.3,34.02,7.14,,,,114,57,,,
11944,astm,tee,1.5,1,bw,10s,48.3,42.76,2.77,,,,114,57,,,
11945,astm,tee,1.5,1,bw,40s,48.3,40.94,3.68,,,,114,57,,,
11946,astm,tee,1.5,1,bw,5s,48.3,45,1.65,,,,114,57,,,
11947,astm,tee,1.5,1,bw,80s,48.3,38.14,5.08,,,,114,57,,,
11948,astm,tee,1.5,1,bw,std,48.3,40.94,3.68,,,,114,57,,,
11949,astm,tee,1.5,1,bw,xs,48.3,38.14,5.08,,,,114,57,,,
11950,astm,tee,1.5,1,bw,xxs,48.3,28,10.15,,,,114,57,,,
11951,astm,tee,1.5,1.25,bw,5,48.3,45,1.65,,,,114,57,,,
11952,astm,tee,1.5,1.25,bw,10,48.3,42.76,2.77,,,,114,57,,,
11953,astm,tee,1.5,1.25,bw,30,48.3,41.94,3.18,,,,114,57,,,
11954,astm,tee,1.5,1.25,bw,40,48.3,40.94,3.68,,,,114,57,,,
11955,astm,tee,1.5,1.25,bw,80,48.3,38.14,5.08,,,,114,57,,,
11956,astm,tee,1.5,1.25,bw,160,48.3,34.02,7.14,,,,114,57,,,
11957,astm,tee,1.5,1.25,bw,10s,48.3,42.76,2.77,,,,114,57,,,
11958,astm,tee,1.5,1.25,bw,40s,48.3,40.94,3.68,,,,114,57,,,
11959,astm,tee,1.5,1.25,bw,5s,48.3,45,1.65,,,,114,57,,,
11960,astm,tee,1.5,1.25,bw,80s,48.3,38.14,5.08,,,,114,57,,,
11961,astm,tee,1.5,1.25,bw,std,48.3,40.94,3.68,,,,114,57,,,
11962,astm,tee,1.5,1.25,bw,xs,48.3,38.14,5.08,,,,114,57,,,
11963,astm,tee,1.5,1.25,bw,xxs,48.3,28,10.15,,,,114,57,,,
11964,astm,tee,2,0.75,bw,5,60.3,57,1.65,,,,128,44,,,
11965,astm,tee,2,0.75,bw,10,60.3,54.76,2.77,,,,128,44,,,
11966,astm,tee,2,0.75,bw,30,60.3,53.94,3.18,,,,128,44,,,
11967,astm,tee,2,0.75,bw,40,60.3,52.48,3.91,,,,128,44,,,
11968,astm,tee,2,0.75,bw,80,60.3,49.22,5.54,,,,128,44,,,
11969,astm,tee,2,0.75,bw,160,60.3,42.82,8.74,,,,128,44,,,
11970,astm,tee,2,0.75,bw,10s,60.3,54.76,2.77,,,,128,44,,,
11971,astm,tee,2,0.75,bw,40s,60.3,52.48,3.91,,,,128,44,,,
11972,astm,tee,2,0.75,bw,5s,60.3,57,1.65,,,,128,44,,,
11973,astm,tee,2,0.75,bw,80s,60.3,49.22,5.54,,,,128,44,,,
11974,astm,tee,2,0.75,bw,std,60.3,52.48,3.91,,,,128,44,,,
11975,astm,tee,2,0.75,bw,xs,60.3,49.22,5.54,,,,128,44,,,
11976,astm,tee,2,0.75,bw,xxs,60.3,38.16,11.07,,,,128,44,,,
11977,astm,tee,2,1,bw,5,60.3,57,1.65,,,,128,51,,,
11978,astm,tee,2,1,bw,10,60.3,54.76,2.77,,,,128,51,,,
11979,astm,tee,2,1,bw,30,60.3,53.94,3.18,,,,128,51,,,
11980,astm,tee,2,1,bw,40,60.3,52.48,3.91,,,,128,51,,,
11981,astm,tee,2,1,bw,80,60.3,49.22,5.54,,,,128,51,,,
11982,astm,tee,2,1,bw,160,60.3,42.82,8.74,,,,128,51,,,
11983,astm,tee,2,1,bw,10s,60.3,54.76,2.77,,,,128,51,,,
11984,astm,tee,2,1,bw,40s,60.3,52.48,3.91,,,,128,51,,,
11985,astm,tee,2,1,bw,5s,60.3,57,1.65,,,,128,51,,,
11986,astm,tee,2,1,bw,80s,60.3,49.22,5.54,,,,128,51,,,
11987,astm,tee,2,1,bw,std,60.3,52.48,3.91,,,,128,51,,,
11988,astm,tee,2,1,bw,xs,60.3,49.22,5.54,,,,128,51,,,
11989,astm,tee,2,1,bw,xxs,60.3,38.16,11.07,,,,128,51,,,
11990,astm,tee,2,1.25,bw,5,60.3,57,1.65,,,,128,57,,,
11991,astm,tee,2,1.25,bw,10,60.3,54.76,2.77,,,,128,57,,,
11992,astm,tee,2,1.25,bw,30,60.3,53.94,3.18,,,,128,57,,,
11993,astm,tee,2,1.25,bw,40,60.3,52.48,3.91,,,,128,57,,,
11994,astm,tee,2,1.25,bw,80,60.3,49.22,5.54,,,,128,57,,,
11995,astm,tee,2,1.25,bw,160,60.3,42.82,8.74,,,,128,57,,,
11996,astm,tee,2,1.25,bw,10s,60.3,54.76,2.77,,,,128,57,,,
11997,astm,tee,2,1.25,bw,40s,60.3,52.48,3.91,,,,128,57,,,
11998,astm,tee,2,1.25,bw,5s,60.3,57,1.65,,,,128,57,,,
11999,astm,tee,2,1.25,bw,80s,60.3,49.22,5.54,,,,128,57,,,
12000,astm,tee,2,1.25,bw,std,60.3,52.48,3.91,,,,128,57,,,
12001,astm,tee,2,1.25,bw,xs,60.3,49.22,5.54,,,,128,57,,,
12002,astm,tee,2,1.25,bw,xxs,60.3,38.16,11.07,,,,128,57,,,
12003,astm,tee,2,1.5,bw,5,60.3,57,1.65,,,,128,60,,,
12004,astm,tee,2,1.5,bw,10,60.3,54.76,2.77,,,,128,60,,,
12005,astm,tee,2,1.5,bw,30,60.3,53.94,3.18,,,,128,60,,,
12006,astm,tee,2,1.5,bw,40,60.3,52.48,3.91,,,,128,60,,,
12007,astm,tee,2,1.5,bw,80,60.3,49.22,5.54,,,,128,60,,,
12008,astm,tee,2,1.5,bw,160,60.3,42.82,8.74,,,,128,60,,,
12009,astm,tee,2,1.5,bw,10s,60.3,54.76,2.77,,,,128,60,,,
12010,astm,tee,2,1.5,bw,40s,60.3,52.48,3.91,,,,128,60,,,
12011,astm,tee,2,1.5,bw,5s,60.3,57,1.65,,,,128,60,,,
12012,astm,tee,2,1.5,bw,80s,60.3,49.22,5.54,,,,128,60,,,
12013,astm,tee,2,1.5,bw,std,60.3,52.48,3.91,,,,128,60,,,
12014,astm,tee,2,1.5,bw,xs,60.3,49.22,5.54,,,,128,60,,,
12015,astm,tee,2,1.5,bw,xxs,60.3,38.16,11.07,,,,128,60,,,
12016,astm,tee,2.5,1,bw,5,73,68.78,2.11,,,,152,57,,,
12017,astm,tee,2.5,1,bw,10,73,66.9,3.05,,,,152,57,,,
