key,code,name,size,subsize,joint,sch,outdia,india,thick,degree,radius,rating,span,short_span,flange_type,valve_type,remark
14009,astm,reducer,5,2,bw,120,141.3,115.9,12.7,,,,127,,,,
14010,astm,reducer,5,2.5,bw,120,141.3,115.9,12.7,,,,127,,,,
14011,astm,reducer,5,3,bw,120,141.3,115.9,12.7,,,,127,,,,
14012,astm,reducer,5,3.5,bw,120,141.3,115.9,12.7,,,,127,,,,
14013,astm,reducer,5,4,bw,120,141.3,115.9,12.7,,,,127,,,,
14014,astm,reducer,5,2,bw,160,141.3,109.54,15.88,,,,127,,,,
14015,astm,reducer,5,2.5,bw,160,141.3,109.54,15.88,,,,127,,,,
14016,astm,reducer,5,3,bw,160,141.3,109.54,15.88,,,,127,,,,
14017,astm,reducer,5,3.5,bw,160,141.3,109.54,15.88,,,,127,,,,
14018,astm,reducer,5,4,bw,160,141.3,109.54,15.88,,,,127,,,,
14019,astm,reducer,5,2,bw,10s,141.3,134.5,3.4,,,,127,,,,
14020,astm,reducer,5,2.5,bw,10s,141.3,134.5,3.4,,,,127,,,,
14021,astm,reducer,5,3,bw,10s,141.3,134.5,3.4,,,,127,,,,
14022,astm,reducer,5,3.5,bw,10s,141.3,134.5,3.4,,,,127,,,,
14023,astm,reducer,5,4,bw,10s,141.3,134.5,3.4,,,,127,,,,
14024,astm,reducer,5,2,bw,40s,141.3,128.2,6.55,,,,127,,,,
14025,astm,reducer,5,2.5,bw,40s,141.3,128.2,6.55,,,,127,,,,
14026,astm,reducer,5,3,bw,40s,141.3,128.2,6.55,,,,127,,,,
14027,astm,reducer,5,3.5,bw,40s,141.3,128.2,6.55,,,,127,,,,
14028,astm,reducer,5,4,bw,40s,141.3,128.2,6.55,,,,127,,,,
14029,astm,reducer,5,2,bw,5s,141.3,135.76,2.77,,,,127,,,,
14030,astm,reducer,5,2.5,bw,5s,141.3,135.76,2.77,,,,127,,,,
14031,astm,reducer,5,3,bw,5s,141.3,135.76,2.77,,,,127,,,,
14032,astm,reducer,5,3.5,bw,5s,141.3,135.76,2.77,,,,127,,,,
14033,astm,reducer,5,4,bw,5s,141.3,135.76,2.77,,,,127,,,,
14034,astm,reducer,5,2,bw,80s,141.3,122.24,9.53,,,,127,,,,
14035,astm,reducer,5,2.5,bw,80s,141.3,122.24,9.53,,,,127,,,,
14036,astm,reducer,5,3,bw,80s,141.3,122.24,9.53,,,,127,,,,
14037,astm,reducer,5,3.5,bw,80s,141.3,122.24,9.53,,,,127,,,,
14038,astm,reducer,5,4,bw,80s,141.3,122.24,9.53,,,,127,,,,
14039,astm,reducer,5,2,bw,std,141.3,128.2,6.55,,,,127,,,,
14040,astm,reducer,5,2.5,bw,std,141.3,128.2,6.55,,,,127,,,,
14041,astm,reducer,5,3,bw,std,141.3,128.2,6.55,,,,127,,,,
14042,astm,reducer,5,3.5,bw,std,141.3,128.2,6.55,,,,127,,,,
14043,astm,reducer,5,4,bw,std,141.3,128.2,6.55,,,,127,,,,
14044,astm,reducer,5,2,bw,xs,141.3,122.24,9.53,,,,127,,,,
14045,astm,reducer,5,2.5,bw,xs,141.3,122.24,9.53,,,,127,,,,
14046,astm,reducer,5,3,bw,xs,141.3,122.24,9.53,,,,127,,,,
14047,astm,reducer,5,3.5,bw,xs,141.3,122.24,9.53,,,,127,,,,
14048,astm,reducer,5,4,bw,xs,141.3,122.24,9.53,,,,127,,,,
14049,astm,reducer,5,2,bw,xxs,141.3,103.2,19.05,,,,127,,,,
14050,astm,reducer,5,2.5,bw,xxs,141.3,103.2,19.05,,,,127,,,,
14051,astm,reducer,5,3,bw,xxs,141.3,103.2,19.05,,,,127,,,,
14052,astm,reducer,5,3.5,bw,xxs,141.3,103.2,19.05,,,,127,,,,
14053,astm,reducer,5,4,bw,xxs,141.3,103.2,19.05,,,,127,,,,
14054,astm,reducer,6,2.5,bw,5,141.3,135.76,2.77,,,,140,,,,
14055,astm,reducer,6,3,bw,5,141.3,135.76,2.77,,,,140,,,,
14056,astm,reducer,6,3.5,bw,5,141.3,135.76,2.77,,,,140,,,,
14057,astm,reducer,6,4,bw,5,141.3,135.76,2.77,,,,140,,,,
14058,astm,reducer,6,5,bw,5,141.3,135.76,2.77,,,,140,,,,
14059,astm,reducer,6,2.5,bw,10,141.3,134.5,3.4,,,,140,,,,
14060,astm,reducer,6,3,bw,10,141.3,134.5,3.4,,,,140,,,,
14061,astm,reducer,6,3.5,bw,10,141.3,134.5,3.4,,,,140,,,,
14062,astm,reducer,6,4,bw,10,141.3,134.5,3.4,,,,140,,,,
14063,astm,reducer,6,5,bw,10,141.3,134.5,3.4,,,,140,,,,
14064,astm,reducer,6,2.5,bw,40,141.3,127.08,7.11,,,,140,,,,
14065,astm,reducer,6,3,bw,40,141.3,127.08,7.11,,,,140,,,,
14066,astm,reducer,6,3.5,bw,40,141.3,127.08,7.11,,,,140,,,,
14067,astm,reducer,6,4,bw,40,141.3,127.08,7.11,,,,140,,,,
14068,astm,reducer,6,5,bw,40,141.3,127.08,7.11,,,,140,,,,
14069,astm,reducer,6,2.5,bw,80,141.3,119.36,10.97,,,,140,,,,
14070,astm,reducer,6,3,bw,80,141.3,119.36,10.97,,,,140,,,,
14071,astm,reducer,6,3.5,bw,80,141.3,119.36,10.97,,,,140,,,,
14072,astm,reducer,6,4,bw,80,141.3,119.36,10.97,,,,140,,,,
14073,astm,reducer,6,5,bw,80,141.3,119.36,10.97,,,,140,,,,
14074,astm,reducer,6,2.5,bw,140,141.3,112.76,14.27,,,,140,,,,
14075,astm,reducer,6,3,bw,140,141.3,112.76,14.27,,,,140,,,,
14076,astm,reducer,6,3.5,bw,140,141.3,112.76,14.27,,,,140,,,,
14077,astm,reducer,6,4,bw,140,141.3,112.76,14.27,,,,140,,,,
14078,astm,reducer,6,5,bw,140,141.3,112.76,14.27,,,,140,,,,
14079,astm,reducer,6,2.5,bw,160,141.3,104.78,18.26,,,,140,,,,
14080,astm,reducer,6,3,bw,160,141.3,104.78,18.26,,,,140,,,,
14081,astm,reducer,6,3.5,bw,160,141.3,104.78,18.26,,,,140,,,,
14082,astm,reducer,6,4,bw,160,141.3,104.78,18.26,,,,140,,,,
14083,astm,reducer,6,5,bw,160,141.3,104.78,18.26,,,,140,,,,
14084,astm,reducer,6,2.5,bw,10s,141.3,134.5,3.4,,,,140,,,,
14085,astm,reducer,6,3,bw,10s,141.3,134.5,3.4,,,,140,,,,
14086,astm,reducer,6,3.5,bw,10s,141.3,134.5,3.4,,,,140,,,,
14087,astm,reducer,6,4,bw,10s,141.3,134.5,3.4,,,,140,,,,
14088,astm,reducer,6,5,bw,10s,141.3,134.5,3.4,,,,140,,,,
14089,astm,reducer,6,2.5,bw,40s,141.3,127.08,7.11,,,,140,,,,
14090,astm,reducer,6,3,bw,40s,141.3,127.08,7.11,,,,140,,,,
14091,astm,reducer,6,3.5,bw,40s,141.3,127.08,7.11,,,,140,,,,
14092,astm,reducer,6,4,bw,40s,141.3,127.08,7.11,,,,140,,,,
14093,astm,reducer,6,5,bw,40s,141.3,127.08,7.11,,,,140,,,,
14094,astm,reducer,6,2.5,bw,5s,141.3,135.76,2.77,,,,140,,,,
14095,astm,reducer,6,3,bw,5s,141.3,135.76,2.77,,,,140,,,,
14096,astm,reducer,6,3.5,bw,5s,141.3,135.76,2.77,,,,140,,,,
14097,astm,reducer,6,4,bw,5s,141.3,135.76,2.77,,,,140,,,,
14098,astm,reducer,6,5,bw,5s,141.3,135.76,2.77,,,,140,,,,
14099,astm,reducer,6,2.5,bw,80s,141.3,119.36,10.97,,,,140,,,,
14100,astm,reducer,6,3,bw,80s,141.3,119.36,10.97,,,,140,,,,
14101,astm,reducer,6,3.5,bw,80s,141.3,119.36,10.97,,,,140,,,,
14102,astm,reducer,6,4,bw,80s,141.3,119.36,10.97,,,,140,,,,
14103,astm,reducer,6,5,bw,80s,141.3,119.36,10.97,,,,140,,,,
14104,astm,reducer,6,2.5,bw,std,141.3,127.08,7.11,,,,140,,,,
14105,astm,reducer,6,3,bw,std,141.3,127.08,7.11,,,,140,,,,
14106,astm,reducer,6,3.5,bw,std,141.3,127.08,7.11,,,,140,,,,
14107,astm,reducer,6,4,bw,std,141.3,127.08,7.11,,,,140,,,,
14108,astm,reducer,6,5,bw,std,141.3,127.08,7.11,,,,140,,,,
14109,astm,reducer,6,2.5,bw,xs,141.3,119.36,10.97,,,,140,,,,
14110,astm,reducer,6,3,bw,xs,141.3,119.36,10.97,,,,140,,,,
14111,astm,reducer,6,3.5,bw,xs,141.3,119.36,10.97,,,,140,,,,
14112,astm,reducer,6,4,bw,xs,141.3,119.36,10.97,,,,140,,,,
14113,astm,reducer,6,5,bw,xs,141.3,119.36,10.97,,,,140,,,,
14114,astm,reducer,6,2.5,bw,xxs,141.3,97.4,21.95,,,,140,,,,
14115,astm,reducer,6,3,bw,xxs,141.3,97.4,21.95,,,,140,,,,
14116,astm,reducer,6,3.5,bw,xxs,141.3,97.4,21.95,,,,140,,,,
14117,astm,reducer,6,4,bw,xxs,141.3,97.4,21.95,,,,140,,,,
14118,astm,reducer,6,5,bw,xxs,141.3,97.4,21.95,,,,140,,,,
14119,astm,reducer,8,3.5,bw,5,219.1,213.56,2.77,,,,152,,,,
14120,astm,reducer,8,4,bw,5,219.1,213.56,2.77,,,,152,,,,
14121,astm,reducer,8,5,bw,5,219.1,213.56,2.77,,,,152,,,,
14122,astm,reducer,8,6,bw,5,219.1,213.56,2.77,,,,152,,,,
14123,astm,reducer,8,3.5,bw,10,219.1,211.58,3.76,,,,152,,,,
14124,astm,reducer,8,4,bw,10,219.1,211.58,3.76,,,,152,,,,
14125,astm,reducer,8,5,bw,10,219.1,211.58,3.76,,,,152,,,,
14126,astm,reducer,8,6,bw,10,219.1,211.58,3.76,,,,152,,,,
14127,astm,reducer,8,3.5,bw,20,219.1,206.4,6.35,,,,152,,,,
14128,astm,reducer,8,4,bw,20,219.1,206.4,6.35,,,,152,,,,
14129,astm,reducer,8,5,bw,20,219.1,206.4,6.35,,,,152,,,,
14130,astm,reducer,8,6,bw,20,219.1,206.4,6.35,,,,152,,,,
14131,astm,reducer,8,3.5,bw,30,219.1,205.02,7.04,,,,152,,,,
14132,astm,reducer,8,4,bw,30,219.1,205.02,7.04,,,,152,,,,
14133,astm,reducer,8,5,bw,30,219.1,205.02,7.04,,,,152,,,,
14134,astm,reducer,8,6,bw,30,219.1,205.02,7.04,,,,152,,,,
14135,astm,reducer,8,3.5,bw,40,219.1,202.74,8.18,,,,152,,,,
14136,astm,reducer,8,4,bw,40,219.1,202.74,8.18,,,,152,,,,
14137,astm,reducer,8,5,bw,40,219.1,202.74,8.18,,,,152,,,,
14138,astm,reducer,8,6,bw,40,219.1,202.74,8.18,,,,152,,,,
14139,astm,reducer,8,3.5,bw,60,219.1,198.48,10.31,,,,152,,,,
14140,astm,reducer,8,4,bw,60,219.1,198.48,10.31,,,,152,,,,
14141,astm,reducer,8,5,bw,60,219.1,198.48,10.31,,,,152,,,,
14142,astm,reducer,8,6,bw,60,219.1,198.48,10.31,,,,152,,,,
14143,astm,reducer,8,3.5,bw,80,219.1,193.7,12.7,,,,152,,,,
14144,astm,reducer,8,4,bw,80,219.1,193.7,12.7,,,,152,,,,
14145,astm,reducer,8,5,bw,80,219.1,193.7,12.7,,,,152,,,,
14146,astm,reducer,8,6,bw,80,219.1,193.7,12.7,,,,152,,,,
14147,astm,reducer,8,3.5,bw,100,219.1,188.92,15.09,,,,152,,,,
14148,astm,reducer,8,4,bw,100,219.1,188.92,15.09,,,,152,,,,
14149,astm,reducer,8,5,bw,100,219.1,188.92,15.09,,,,152,,,,
14150,astm,reducer,8,6,bw,100,219.1,188.92,15.09,,,,152,,,,
14151,astm,reducer,8,3.5,bw,120,219.1,182.58,18.26,,,,152,,,,
14152,astm,reducer,8,4,bw,120,219.1,182.58,18.26,,,,152,,,,
14153,astm,reducer,8,5,bw,120,219.1,182.58,18.26,,,,152,,,,
14154,astm,reducer,8,6,bw,120,219.1,182.58,18.26,,,,152,,,,
14155,astm,reducer,8,3.5,bw,140,219.1,177.86,20.62,,,,152,,,,
14156,astm,reducer,8,4,bw,140,219.1,177.86,20.62,,,,152,,,,
14157,astm,reducer,8,5,bw,140,219.1,177.86,20.62,,,,152,,,,
14158,astm,reducer,8,6,bw,140,219.1,177.86,20.62,,,,152,,,,
14159,astm,reducer,8,3.5,bw,160,219.1,173.08,23.01,,,,152,,,,
14160,astm,reducer,8,4,bw,160,219.1,173.08,23.01,,,,152,,,,
14161,astm,reducer,8,5,bw,160,219.1,173.08,23.01,,,,152,,,,
14162,astm,reducer,8,6,bw,160,219.1,173.08,23.01,,,,152,,,,
14163,astm,reducer,8,3.5,bw,10s,219.1,211.58,3.76,,,,152,,,,
14164,astm,reducer,8,4,bw,10s,219.1,211.58,3.76,,,,152,,,,
14165,astm,reducer,8,5,bw,10s,219.1,211.58,3.76,,,,152,,,,
14166,astm,reducer,8,6,bw,10s,219.1,211.58,3.76,,,,152,,,,
14167,astm,reducer,8,3.5,bw,40s,219.1,202.74,8.18,,,,152,,,,
14168,astm,reducer,8,4,bw,40s,219.1,202.74,8.18,,,,152,,,,
14169,astm,reducer,8,5,bw,40s,219.1,202.74,8.18,,,,152,,,,
14170,astm,reducer,8,6,bw,40s,219.1,202.74,8.18,,,,152,,,,
14171,astm,reducer,8,3.5,bw,5s,219.1,213.56,2.77,,,,152,,,,
14172,astm,reducer,8,4,bw,5s,219.1,213.56,2.77,,,,152,,,,
14173,astm,reducer,8,5,bw,5s,219.1,213.56,2.77,,,,152,,,,
14174,astm,reducer,8,6,bw,5s,219.1,213.56,2.77,,,,152,,,,
14175,astm,reducer,8,3.5,bw,80s,219.1,193.7,12.7,,,,152,,,,
14176,astm,reducer,8,4,bw,80s,219.1,193.7,12.7,,,,152,,,,
14177,astm,reducer,8,5,bw,80s,219.1,193.7,12.7,,,,152,,,,
14178,astm,reducer,8,6,bw,80s,219.1,193.7,12.7,,,,152,,,,
14179,astm,reducer,8,3.5,bw,std,219.1,202.74,8.18,,,,152,,,,
14180,astm,reducer,8,4,bw,std,219.1,202.74,8.18,,,,152,,,,
14181,astm,reducer,8,5,bw,std,219.1,202.74,8.18,,,,152,,,,
14182,astm,reducer,8,6,bw,std,219.1,202.74,8.18,,,,152,,,,
14183,astm,reducer,8,3.5,bw,xs,219.1,193.7,12.7,,,,152,,,,
14184,astm,reducer,8,4,bw,xs,219.1,193.7,12.7,,,,152,,,,
14185,astm,reducer,8,5,bw,xs,219.1,193.7,12.7,,,,152,,,,
14186,astm,reducer,8,6,bw,xs,219.1,193.7,12.7,,,,152,,,,
14187,astm,reducer,8,3.5,bw,xxs,219.1,174.64,22.23,,,,152,,,,
14188,astm,reducer,8,4,bw,xxs,219.1,174.64,22.23,,,,152,,,,
14189,astm,reducer,8,5,bw,xxs,219.1,174.64,22.23,,,,152,,,,
14190,astm,reducer,8,6,bw,xxs,219.1,174.64,22.23,,,,152,,,,
14191,astm,reducer,10,4,bw,5,273,266.2,3.4,,,,178,,,,
14192,astm,reducer,10,5,bw,5,273,266.2,3.4,,,,178,,,,
14193,astm,reducer,10,6,bw,5,273,266.2,3.4,,,,178,,,,
14194,astm,reducer,10,8,bw,5,273,266.2,3.4,,,,178,,,,
14195,astm,reducer,10,4,bw,10,273,264.62,4.19,,,,178,,,,
14196,astm,reducer,10,5,bw,10,273,264.62,4.19,,,,178,,,,
14197,astm,reducer,10,6,bw,10,273,264.62,4.19,,,,178,,,,
14198,astm,reducer,10,8,bw,10,273,264.62,4.19,,,,178,,,,
14199,astm,reducer,10,4,bw,20,273,260.3,6.35,,,,178,,,,
14200,astm,reducer,10,5,bw,20,273,260.3,6.35,,,,178,,,,
14201,astm,reducer,10,6,bw,20,273,260.3,6.35,,,,178,,,,
14202,astm,reducer,10,8,bw,20,273,260.3,6.35,,,,178,,,,
14203,astm,reducer,10,4,bw,30,273,257.4,7.8,,,,178,,,,
14204,astm,reducer,10,5,bw,30,273,257.4,7.8,,,,178,,,,
14205,astm,reducer,10,6,bw,30,273,257.4,7.8,,,,178,,,,
14206,astm,reducer,10,8,bw,30,273,257.4,7.8,,,,178,,,,
14207,astm,reducer,10,4,bw,40,273,254.46,9.27,,,,178,,,,
14208,astm,reducer,10,5,bw,40,273,254.46,9.27,,,,178,,,,
14209,astm,reducer,10,6,bw,40,273,254.46,9.27,,,,178,,,,
14210,astm,reducer,10,8,bw,40,273,254.46,9.27,,,,178,,,,
14211,astm,reducer,10,4,bw,60,273,247.6,12.7,,,,178,,,,
14212,astm,reducer,10,5,bw,60,273,247.6,12.7,,,,178,,,,
14213,astm,reducer,10,6,bw,60,273,247.6,12.7,,,,178,,,,
14214,astm,reducer,10,8,bw,60,273,247.6,12.7,,,,178,,,,
14215,astm,reducer,10,4,bw,80,273,242.82,15.09,,,,178,,,,
14216,astm,reducer,10,5,bw,80,273,242.82,15.09,,,,178,,,,
14217,astm,reducer,10,6,bw,80,273,242.82,15.09,,,,178,,,,
14218,astm,reducer,10,8,bw,80,273,242.82,15.09,,,,178,,,,
14219,astm,reducer,10,4,bw,100,273,236.48,18.26,,,,178,,,,
14220,astm,reducer,10,5,bw,100,273,236.48,18.26,,,,178,,,,
14221,astm,reducer,10,6,bw,100,273,236.48,18.26,,,,178,,,,
14222,astm,reducer,10,8,bw,100,273,236.48,18.26,,,,178,,,,
14223,astm,reducer,10,4,bw,120,273,230.12,21.44,,,,178,,,,
14224,astm,reducer,10,5,bw,120,273,230.12,21.44,,,,178,,,,
14225,astm,reducer,10,6,bw,120,273,230.12,21.44,,,,178,,,,
14226,astm,reducer,10,8,bw,120,273,230.12,21.44,,,,178,,,,
14227,astm,reducer,10,4,bw,140,273,222.2,25.4,,,,178,,,,
14228,astm,reducer,10,5,bw,140,273,222.2,25.4,,,,178,,,,
14229,astm,reducer,10,6,bw,140,273,222.2,25.4,,,,178,,,,
14230,astm,reducer,10,8,bw,140,273,222.2,25.4,,,,178,,,,
14231,astm,reducer,10,4,bw,160,273,215.84,28.58,,,,178,,,,
14232,astm,reducer,10,5,bw,160,273,215.84,28.58,,,,178,,,,
14233,astm,reducer,10,6,bw,160,273,215.84,28.58,,,,178,,,,
14234,astm,reducer,10,8,bw,160,273,215.84,28.58,,,,178,,,,
14235,astm,reducer,10,4,bw,10s,273,264.62,4.19,,,,178,,,,
14236,astm,reducer,10,5,bw,10s,273,264.62,4.19,,,,178,,,,
14237,astm,reducer,10,6,bw,10s,273,264.62,4.19,,,,178,,,,
14238,astm,reducer,10,8,bw,10s,273,264.62,4.19,,,,178,,,,
14239,astm,reducer,10,4,bw,40s,273,254.46,9.27,,,,178,,,,
14240,astm,reducer,10,5,bw,40s,273,254.46,9.27,,,,178,,,,
14241,astm,reducer,10,6,bw,40s,273,254.46,9.27,,,,178,,,,
14242,astm,reducer,10,8,bw,40s,273,254.46,9.27,,,,178,,,,
14243,astm,reducer,10,4,bw,5s,273,266.2,3.4,,,,178,,,,
14244,astm,reducer,10,5,bw,5s,273,266.2,3.4,,,,178,,,,
14245,astm,reducer,10,6,bw,5s,273,266.2,3.4,,,,178,,,,
14246,astm,reducer,10,8,bw,5s,273,266.2,3.4,,,,178,,,,
14247,astm,reducer,10,4,bw,80s,273,247.6,12.7,,,,178,,,,
14248,astm,reducer,10,5,bw,80s,273,247.6,12.7,,,,178,,,,
14249,astm,reducer,10,6,bw,80s,273,247.6,12.7,,,,178,,,,
14250,astm,reducer,10,8,bw,80s,273,247.6,12.7,,,,178,,,,
14251,astm,reducer,10,4,bw,std,273,254.46,9.27,,,,178,,,,
14252,astm,reducer,10,5,bw,std,273,254.46,9.27,,,,178,,,,
14253,astm,reducer,10,6,bw,std,273,254.46,9.27,,,,178,,,,
14254,astm,reducer,10,8,bw,std,273,254.46,9.27,,,,178,,,,
14255,astm,reducer,10,4,bw,xs,273,247.6,12.7,,,,178,,,,
14256,astm,reducer,10,5,bw,xs,273,247.6,12.7,,,,178,,,,
14257,astm,reducer,10,6,bw,xs,273,247.6,12.7,,,,178,,,,
14258,astm,reducer,10,8,bw,xs,273,247.6,12.7,,,,178,,,,
14259,astm,reducer,10,4,bw,xxs,273,222.2,25.4,,,,178,,,,
14260,astm,reducer,10,5,bw,xxs,273,222.2,25.4,,,,178,,,,
14261,astm,reducer,10,6,bw,xxs,273,222.2,25.4,,,,178,,,,
14262,astm,reducer,10,8,bw,xxs,273,222.2,25.4,,,,178,,,,
14263,astm,reducer,12,5,bw,5,323.8,315.88,3.96,,,,203,,,,
14264,astm,reducer,12,6,bw,5,323.8,315.88,3.96,,,,203,,,,
14265,astm,reducer,12,8,bw,5,323.8,315.88,3.96,,,,203,,,,
14266,astm,reducer,12,10,bw,5,323.8,315.88,3.96,,,,203,,,,
14267,astm,reducer,12,5,bw,10,323.8,314.66,4.57,,,,203,,,,
14268,astm,reducer,12,6,bw,10,323.8,314.66,4.57,,,,203,,,,
14269,astm,reducer,12,8,bw,10,323.8,314.66,4.57,,,,203,,,,
14270,astm,reducer,12,10,bw,10,323.8,314.66,4.57,,,,203,,,,
14271,astm,reducer,12,5,bw,20,323.8,311.1,6.35,,,,203,,,,
14272,astm,reducer,12,6,bw,20,323.8,311.1,6.35,,,,203,,,,
14273,astm,reducer,12,8,bw,20,323.8,311.1,6.35,,,,203,,,,
14274,astm,reducer,12,10,bw,20,323.8,311.1,6.35,,,,203,,,,
14275,astm,reducer,12,5,bw,30,323.8,307.04,8.38,,,,203,,,,
14276,astm,reducer,12,6,bw,30,323.8,307.04,8.38,,,,203,,,,
14277,astm,reducer,12,8,bw,30,323.8,307.04,8.38,,,,203,,,,
14278,astm,reducer,12,10,bw,30,323.8,307.04,8.38,,,,203,,,,
14279,astm,reducer,12,5,bw,40,323.8,303.18,10.31,,,,203,,,,
14280,astm,reducer,12,6,bw,40,323.8,303.18,10.31,,,,203,,,,
14281,astm,reducer,12,8,bw,40,323.8,303.18,10.31,,,,203,,,,
14282,astm,reducer,12,10,bw,40,323.8,303.18,10.31,,,,203,,,,
14283,astm,reducer,12,5,bw,60,323.8,295.26,14.27,,,,203,,,,
14284,astm,reducer,12,6,bw,60,323.8,295.26,14.27,,,,203,,,,
14285,astm,reducer,12,8,bw,60,323.8,295.26,14.27,,,,203,,,,
14286,astm,reducer,12,10,bw,60,323.8,295.26,14.27,,,,203,,,,
14287,astm,reducer,12,5,bw,80,323.8,288.84,17.48,,,,203,,,,
14288,astm,reducer,12,6,bw,80,323.8,288.84,17.48,,,,203,,,,
14289,astm,reducer,12,8,bw,80,323.8,288.84,17.48,,,,203,,,,
14290,astm,reducer,12,10,bw,80,323.8,288.84,17.48,,,,203,,,,
14291,astm,reducer,12,5,bw,100,323.8,280.92,21.44,,,,203,,,,
14292,astm,reducer,12,6,bw,100,323.8,280.92,21.44,,,,203,,,,
14293,astm,reducer,12,8,bw,100,323.8,280.92,21.44,,,,203,,,,
14294,astm,reducer,12,10,bw,100,323.8,280.92,21.44,,,,203,,,,
14295,astm,reducer,12,5,bw,120,323.8,273,25.4,,,,203,,,,
14296,astm,reducer,12,6,bw,120,323.8,273,25.4,,,,203,,,,
14297,astm,reducer,12,8,bw,120,323.8,273,25.4,,,,203,,,,
14298,astm,reducer,12,10,bw,120,323.8,273,25.4,,,,203,,,,
14299,astm,reducer,12,5,bw,140,323.8,266.64,28.58,,,,203,,,,
14300,astm,reducer,12,6,bw,140,323.8,266.64,28.58,,,,203,,,,
14301,astm,reducer,12,8,bw,140,323.8,266.64,28.58,,,,203,,,,
14302,astm,reducer,12,10,bw,140,323.8,266.64,28.58,,,,203,,,,
14303,astm,reducer,12,5,bw,160,323.8,257.16,33.32,,,,203,,,,
14304,astm,reducer,12,6,bw,160,323.8,257.16,33.32,,,,203,,,,
14305,astm,reducer,12,8,bw,160,323.8,257.16,33.32,,,,203,,,,
14306,astm,reducer,12,10,bw,160,323.8,257.16,33.32,,,,203,,,,
14307,astm,reducer,12,5,bw,10s,323.8,314.66,4.57,,,,203,,,,
14308,astm,reducer,12,6,bw,10s,323.8,314.66,4.57,,,,203,,,,
14309,astm,reducer,12,8,bw,10s,323.8,314.66,4.57,,,,203,,,,
14310,astm,reducer,12,10,bw,10s,323.8,314.66,4.57,,,,203,,,,
14311,astm,reducer,12,5,bw,40s,323.8,304.74,9.53,,,,203,,,,
14312,astm,reducer,12,6,bw,40s,323.8,304.74,9.53,,,,203,,,,
14313,astm,reducer,12,8,bw,40s,323.8,304.74,9.53,,,,203,,,,
14314,astm,reducer,12,10,bw,40s,323.8,304.74,9.53,,,,203,,,,
14315,astm,reducer,12,5,bw,5s,323.8,315.88,3.96,,,,203,,,,
14316,astm,reducer,12,6,bw,5s,323.8,315.88,3.96,,,,203,,,,
14317,astm,reducer,12,8,bw,5s,323.8,315.88,3.96,,,,203,,,,
14318,astm,reducer,12,10,bw,5s,323.8,315.88,3.96,,,,203,,,,
14319,astm,reducer,12,5,bw,80s,323.8,298.4,12.7,,,,203,,,,
14320,astm,reducer,12,6,bw,80s,323.8,298.4,12.7,,,,203,,,,
14321,astm,reducer,12,8,bw,80s,323.8,298.4,12.7,,,,203,,,,
14322,astm,reducer,12,10,bw,80s,323.8,298.4,12.7,,,,203,,,,
14323,astm,reducer,12,5,bw,std,323.8,304.74,9.53,,,,203,,,,
14324,astm,reducer,12,6,bw,std,323.8,304.74,9.53,,,,203,,,,
14325,astm,reducer,12,8,bw,std,323.8,304.74,9.53,,,,203,,,,
14326,astm,reducer,12,10,bw,std,323.8,304.74,9.53,,,,203,,,,
14327,astm,reducer,12,5,bw,xs,323.8,298.4,12.7,,,,203,,,,
14328,astm,reducer,12,6,bw,xs,323.8,298.4,12.7,,,,203,,,,
14329,astm,reducer,12,8,bw,xs,323.8,298.4,12.7,,,,203,,,,
14330,astm,reducer,12,10,bw,xs,323.8,298.4,12.7,,,,203,,,,
14331,astm,reducer,12,5,bw,xxs,323.8,273,25.4,,,,203,,,,
14332,astm,reducer,12,6,bw,xxs,323.8,273,25.4,,,,203,,,,
14333,astm,reducer,12,8,bw,xxs,323.8,273,25.4,,,,203,,,,
14334,astm,reducer,12,10,bw,xxs,323.8,273,25.4,,,,203,,,,
14335,astm,reducer,14,6,bw,5,355.6,347.68,3.96,,,,330,,,,
14336,astm,reducer,14,8,bw,5,355.6,347.68,3.96,,,,330,,,,
14337,astm,reducer,14,10,bw,5,355.6,347.68,3.96,,,,330,,,,
14338,astm,reducer,14,12,bw,5,355.6,347.68,3.96,,,,330,,,,
14339,astm,reducer,14,6,bw,10,355.6,342.9,6.35,,,,330,,,,
14340,astm,reducer,14,8,bw,10,355.6,342.9,6.35,,,,330,,,,
14341,astm,reducer,14,10,bw,10,355.6,342.9,6.35,,,,330,,,,
14342,astm,reducer,14,12,bw,10,355.6,342.9,6.35,,,,330,,,,
14343,astm,reducer,14,6,bw,20,355.6,339.76,7.92,,,,330,,,,
14344,astm,reducer,14,8,bw,20,355.6,339.76,7.92,,,,330,,,,
14345,astm,reducer,14,10,bw,20,355.6,339.76,7.92,,,,330,,,,
14346,astm,reducer,14,12,bw,20,355.6,339.76,7.92,,,,330,,,,
14347,astm,reducer,14,6,bw,30,355.6,336.54,9.53,,,,330,,,,
14348,astm,reducer,14,8,bw,30,355.6,336.54,9.53,,,,330,,,,
14349,astm,reducer,14,10,bw,30,355.6,336.54,9.53,,,,330,,,,
14350,astm,reducer,14,12,bw,30,355.6,336.54,9.53,,,,330,,,,
14351,astm,reducer,14,6,bw,40,355.6,333.34,11.13,,,,330,,,,
14352,astm,reducer,14,8,bw,40,355.6,333.34,11.13,,,,330,,,,
14353,astm,reducer,14,10,bw,40,355.6,333.34,11.13,,,,330,,,,
